protein1,protein2,label
A0A023PZG5,P33412,0
P22434,P24000,0
P0C5P0,P23594,0
P17076,P53188,1
P53161,Q12455,0
P04803,P43588,0
O13560,P53879,0
P87272,Q08144,0
P48015,P53343,0
O13558,P0CX98,0
P53922,Q08930,0
Q03760,Q06390,0
Q06592,Q07509,0
P0CX82,P40525,1
Q05016,Q08207,0
P39101,P53748,0
P28241,P43577,0
P38779,P53077,0
P26188,Q12350,0
P38239,P48606,0
P11633,Q08903,0
P02381,P40014,0
P38087,Q07418,0
P07283,P40319,0
P39953,P40037,0
P0C5M3,P36534,0
P36421,Q08816,0
P38985,P53915,0
P36127,Q07458,0
O13515,P32612,0
P32902,P53732,1
P54005,Q3E790,0
P40075,P40207,0
Q07738,Q08756,0
P39990,Q99344,0
P43576,Q12327,0
P24000,P38127,0
P00424,P38855,0
P38711,Q06338,0
P41735,P47152,0
P36108,Q08728,0
P38992,Q06148,0
P01097,Q12077,0
Q08235,Q12690,1
P38189,Q12359,0
P38780,Q99401,0
P38782,Q03677,0
P39703,Q7LIF1,0
O13523,Q08976,0
A0A023PZK4,P36019,0
P25602,P53826,0
P23369,P36520,1
P06780,P87191,0
P53317,P53731,0
P36133,Q08630,0
P38316,Q12743,0
P19358,Q05541,0
P31334,P53305,1
A0A023PXI0,Q08906,0
P31373,P32353,0
P02406,P38893,0
P07285,P0CX38,0
O13523,Q06417,0
Q00590,Q06107,0
P40538,Q06107,0
P08525,Q08222,0
A0A023PYI5,P38832,0
P47003,Q00453,0
Q04674,Q07532,0
P40891,P47180,0
A0A023PXD3,P08456,0
P04912,Q03290,1
P14065,P53913,0
P36164,P40323,0
P32464,Q12314,0
P47153,P53288,0
P25603,P87272,0
P53757,Q08018,0
A0A023PXF8,P36072,0
P38320,Q8TGR2,0
P35997,P53922,0
P37267,P53212,0
P40076,Q02767,0
Q02521,Q03554,0
P38189,Q08903,0
P23594,Q12020,0
P38794,Q04438,0
Q06188,Q08237,0
Q05949,Q12000,0
Q02796,Q08673,0
A0A023PXE5,P38185,0
P39552,Q12146,0
O13541,P36095,0
P38626,Q08241,0
P53427,Q08728,0
P0C2H6,P38852,0
P40521,Q9ZZX0,0
A0A023PXI8,P47151,0
P47128,Q12481,0
P53317,P53908,0
P17261,Q12471,0
P38898,P53275,0
A0A023PZG5,P36109,0
P25626,P36523,1
Q04082,Q6Q572,0
P0C5E1,P14832,0
P38234,Q04329,0
P38838,Q12351,0
P09064,P53163,0
P40452,Q07923,0
P53397,Q12513,0
P0CX95,Q07379,0
P25453,P28627,0
A0A023PXD5,P35497,0
P53239,Q03778,0
P35176,Q03048,0
P33333,P39564,0
P25640,P87288,0
P04803,P38844,0
P38146,P39725,0
P32464,P33313,0
P40544,Q12135,0
P51998,Q03831,0
P28241,P47021,0
P81449,Q7LIF1,0
P36050,Q08741,0
P12904,P36054,0
O13541,Q12477,0
P39731,P40446,0
A0A8D9UGQ7,P36065,0
P07253,P0C0T4,0
P43567,Q08216,0
P08466,P16550,0
P17260,P47008,0
Q08503,Q12041,0
P31334,Q04598,1
P25332,Q3E743,0
P33399,P39515,0
P35197,Q12148,0
P38305,Q12349,0
P36110,P38885,0
P40414,Q12471,0
P40364,P43613,0
O13574,P40961,0
P38316,Q08743,0
P36099,Q07978,0
P10127,P36082,0
P38797,P53082,0
P53930,Q12461,0
Q07978,Q8TGK7,0
P0CX30,P38792,1
P29453,Q05015,0
P21651,Q07951,0
P12686,Q04659,0
P53325,Q6B0R7,0
P22135,P40490,0
P53718,Q12052,0
A0A023PYJ4,P05756,0
P40572,Q08543,0
P53427,Q02950,0
P05150,P43682,0
P53269,Q12189,0
P0CX24,Q02793,1
P38204,Q08219,0
P33313,P40556,0
P38772,Q00246,0
P32836,Q08630,0
P38320,Q12249,0
P53213,Q08504,0
P40214,Q06636,0
P40573,Q12165,0
P53184,Q03630,0
P46956,Q03503,0
P20434,P35189,1
P25620,P53097,0
P36160,Q05016,0
P0C2H8,P0CX48,1
P40019,P40106,0
P43321,Q02770,1
P38303,Q06267,0
P0CX54,P29453,0
P38774,P53060,0
P32435,P38428,0
P00572,Q03233,0
P41910,P53895,0
P12887,Q06158,0
O13563,P32601,0
Q08321,Q08361,0
P21243,P36040,1
P15367,Q07930,0
P38199,P47121,0
P06773,P40513,0
Q01855,Q04516,0
Q04082,Q99369,0
P19454,P32564,0
P47062,Q06188,0
P33328,P42844,0
P20435,P53633,0
P09457,Q00582,0
Q03675,Q03730,0
P35189,P53957,0
P07274,P0CX25,0
P32379,P53337,0
Q06385,Q12248,0
O13525,Q8TGK7,0
O13543,P53921,0
P0CX53,Q07688,0
O13567,Q12403,0
P06174,P32450,0
P18496,Q05637,0
P28789,P40033,0
P17890,Q04629,0
A0A023PZJ3,P47822,0
P38921,Q06217,0
A0A023PZL7,P14693,0
P31386,P38200,0
P40500,Q06543,0
P34246,Q12003,0
P89888,Q3E793,0
P53257,Q04120,0
P53066,Q12099,0
P0CD90,P46962,0
P0CX56,Q12243,0
P47126,P53844,0
P08593,Q08553,0
A0A023PXB9,P47126,0
P36073,Q12225,0
P42946,Q02890,0
P0CX97,P40452,0
P47066,P53927,0
P40219,Q96VH2,0
P18411,P33328,0
Q6B0R7,Q96VH3,0
P53957,Q03778,0
P40037,Q08920,0
P48560,P50112,0
P40169,Q08474,0
Q02732,Q12330,0
Q03503,Q04372,0
P40166,Q07555,0
P38620,Q06524,0
I2HB70,Q12084,0
P46671,P53898,0
P38302,P40099,0
P35189,P40502,0
P53922,Q08976,0
P32366,Q06497,0
P08593,P36103,0
O13514,Q12484,0
P40099,Q3E792,0
P25626,P53903,0
P07281,P32378,0
P09201,Q12507,0
O13582,P46784,0
E9PAF1,P38689,0
P0CY06,P46972,0
P0CF35,Q07829,0
P06168,Q08533,0
P25625,Q02516,0
P0CY01,Q08222,0
O13577,P46972,0
P28778,P36531,1
P38204,P47180,0
P23968,Q08914,0
O13582,P39724,0
P33419,P48363,0
P38291,Q99219,0
P40587,Q03703,0
P00163,P32339,0
P25565,P43580,0
P36147,Q03406,0
P39989,P53860,0
P43619,P9WEJ3,0
P24280,P36525,0
Q08176,Q12008,0
Q06688,Q12261,0
P47091,Q12486,0
P38864,Q06494,0
P40013,Q99190,0
Q05610,Q08955,0
P32378,P40994,0
P40072,Q06070,0
P38202,Q99345,0
P38230,P47149,0
P46972,Q08723,0
P19454,P38815,0
P35691,P47058,0
P51601,Q08238,0
P21771,P25642,1
P33323,Q06385,0
P38216,Q07811,0
P35181,Q6B0Z2,0
P11076,Q12036,0
P53854,Q8TGU2,0
P13856,P21705,0
P0C2H8,P40857,0
Q03187,Q12517,0
P33442,Q99216,1
P38309,Q6Q595,0
P36088,Q05503,0
O13586,P38831,0
P53065,Q04521,0
Q05533,Q8TGL4,0
P38833,Q04406,0
P0CX43,P38296,0
P27810,P36007,0
Q05777,Q08906,0
O43137,P38180,0
P05150,P25443,0
P10834,Q02204,0
P25612,P52286,0
P26784,P45820,0
P38838,P47110,0
P0CX53,P26786,1
P25652,P38233,0
P39710,Q01855,0
P40473,Q05949,0
Q6B0X2,Q99288,0
Q12528,Q6Q571,0
P53267,Q3E744,0
P53895,Q12044,0
P00427,Q06497,0
O13516,P53725,1
Q02204,Q04501,0
P0C5R9,P38356,0
A0A023PYH0,P11746,0
O13560,Q99288,0
P08431,P49775,0
P20486,P40365,0
P47085,P48568,0
P10962,Q08962,1
P36042,P47019,0
P40505,P40561,0
P17260,Q12245,0
P40037,P53252,0
P04037,P53849,0
Q07629,Q07915,0
P47001,Q03713,0
P38723,Q12174,0
P25630,P53069,0
O13566,Q04608,0
P40507,P53232,0
P17505,P34246,0
P40556,P53895,0
P38235,P40895,0
P0CE86,P53339,0
P40037,P46984,0
P32353,P36534,0
P23638,Q06508,0
P41805,P53281,0
P53267,P69850,1
Q08747,Q12345,0
P33890,P43578,0
P53133,Q3E754,0
P47105,P53437,0
P0CF22,P33204,0
P26786,P53262,0
P13130,Q12270,0
P43546,P53260,0
P06367,P40470,1
P38837,P47122,0
P40448,P53827,0
P48439,Q03723,1
O13541,P08067,0
Q08411,Q12247,0
P22434,Q08300,0
P40043,Q02606,0
P0C5P0,P38728,0
P53912,Q12185,0
P06197,Q12492,0
A0A023PZF3,P50084,0
P29478,P36059,0
P32447,Q6B108,0
Q12306,Q3E7Y3,0
P53936,Q05775,0
P20084,P38120,1
P37264,Q6B2I9,0
P25334,P43613,0
P48238,Q12431,0
A0A023PZA4,P32910,0
P48164,P53066,0
P38702,P53252,0
P38185,Q05937,0
P53221,Q12450,0
Q12125,Q12154,1
O13544,P53198,0
P40063,P40214,0
P36088,P43682,0
P33201,P53860,0
P05318,Q3E841,0
P38120,P53929,0
P25659,Q99373,0
P25385,P38350,0
P40167,P53233,0
Q02205,Q03151,0
P38011,Q05024,0
P16547,P38765,0
O75012,P28778,1
O13547,P47131,0
P53044,Q05867,0
P02309,P04912,1
P39982,Q99190,0
P51402,Q08909,0
O13513,P00854,0
P0CX51,P38011,1
P36018,P52286,1
P00358,Q12442,0
P15646,P53321,0
P23369,P38763,0
P05744,P13856,0
P35178,P53192,0
P47093,P53205,0
P40159,Q12743,0
P26449,P35733,0
P32911,Q01855,1
Q08419,Q3E827,0
P35994,P41920,0
P36531,P40505,0
P32803,P54837,1
P53173,P53880,0
P0CX36,Q05898,0
P38146,Q6B108,0
P38123,Q3E735,0
P53302,Q06070,0
P46972,P53750,0
P21374,P38241,1
Q04031,Q07951,0
P46965,P47132,0
P47142,Q6Q595,0
P53163,Q08915,0
P40154,P53688,0
P32387,Q04598,1
P41896,Q08278,1
Q03783,Q99260,0
P53844,Q02864,0
P87285,Q03835,0
P0CE98,Q07551,0
P38239,P38787,0
P47167,P53295,0
O13563,P38804,0
P53089,Q12284,0
P36064,P39101,0
O13578,Q03703,0
P54858,Q03529,0
Q04179,Q3E846,0
P40079,P53718,0
P26449,P38635,0
P41817,Q04806,0
P40350,P53159,0
P00427,Q04116,0
O13568,Q06090,0
P36516,P53733,1
O13539,P40569,0
Q08953,Q3E841,0
P22141,Q04018,0
P41819,Q08285,1
P43600,Q05874,0
P38241,P53307,0
P53330,P53842,0
P16370,P29055,1
P38233,P53758,0
A0A023PZH9,P25638,0
O13576,P33890,0
P53065,Q04413,0
P08431,P53748,0
P10080,Q07872,0
P0CX44,P38263,0
P06774,Q99210,0
P38725,Q07651,0
P53290,P81449,0
P25443,P47105,0
O13554,P32473,0
P0CX32,P39983,1
E9PAD6,Q08980,0
P03871,P43563,0
P40961,P50085,1
P29453,Q12288,0
P38074,P38785,0
P47118,P53225,0
P39742,Q06070,0
P38253,P53266,0
P07172,P40162,0
P40587,Q04651,0
P25602,P36125,0
Q03083,Q12370,0
P0CD91,P25614,0
P46672,Q99373,0
O14467,P10355,0
P38808,P40302,0
E9PAE4,P0CX54,0
P06242,P37366,1
P04710,P43624,0
P0CX46,P38701,1
P40359,Q02659,0
P05749,P07280,1
P28707,P36047,0
P38127,Q06522,0
P39929,Q3E747,0
P35127,Q07540,0
P25043,P40303,1
P0CX84,P43537,0
P38188,Q12160,0
P05750,Q99216,1
P32598,P38790,0
O13523,P05373,0
P46990,Q04170,0
A0A023PXD3,O14455,0
P15731,P47149,0
P47044,P52870,0
P36057,P46993,0
P00358,P0CY11,0
P0CL31,P43544,0
P40152,Q07738,0
P46984,Q3E744,0
Q12506,Q99345,0
P53897,Q07748,0
P47137,Q12335,0
P53271,Q07811,0
A0A023PYD9,P53053,0
Q04307,Q12041,0
P38961,Q02606,0
P34234,P53087,0
P34253,Q99318,0
P15367,P38429,0
P39999,P53287,0
P0CY11,P38729,0
P53139,P53727,0
P36163,Q02864,0
P38771,Q12487,1
P35996,P53724,1
P38291,P40502,0
P15807,Q99318,0
P33204,P36065,0
P0CF16,Q12481,0
P46683,Q3E7Z8,0
O13512,Q12239,0
P38751,Q07788,0
A0A023PZF5,P38284,0
Q12135,Q12489,0
P22214,P38736,1
O13568,Q2V2Q0,0
P33323,P53089,0
P33330,Q12025,0
P38089,Q08214,0
P12687,P21771,1
P38343,P42840,0
P40502,Q12160,0
P53686,Q12023,0
P07285,P47021,0
Q04740,Q3E754,0
P32388,P60010,0
P37264,P40033,0
P47184,Q12449,0
P38191,P53718,0
O13570,P39111,0
P04710,P40539,0
A0A023PZL7,Q12452,0
P0CF35,Q12512,0
P47009,Q02784,0
P38555,Q03175,0
P0CX23,P47076,0
P0C0W9,P32899,0
P31787,P53747,0
P43567,Q6Q560,0
P32902,Q04226,0
P25605,Q08176,0
P32352,Q07930,0
P25583,P36103,0
Q06636,Q6B0Y8,0
P06242,P40188,0
Q12281,Q12320,0
O13544,P04803,0
P36014,Q12322,0
P0CL27,P53259,0
P40585,P53757,0
O13567,P36087,0
P35719,Q07451,0
P47111,Q12048,0
P33313,P48235,0
P32911,Q04203,0
P17076,Q03880,0
P0CX40,Q12408,0
Q00618,Q03935,0
P40078,Q08492,0
P40496,Q12174,0
P36057,P38218,0
P33331,P38350,0
A0A8D9UGU6,Q04341,0
P50945,Q08932,0
O13531,P43614,0
P53212,Q03879,0
Q08911,Q12493,0
A2P2R3,P47003,0
P39973,P53320,0
A0A023PYE4,P53926,0
P25605,P47143,0
P56628,Q04867,0
P38744,Q12144,0
P38334,Q12350,0
O13523,P53066,0
P21771,P32904,1
P40544,Q07949,0
P53087,Q02826,0
P40565,Q3E827,0
P22353,P36531,1
P38722,Q06104,0
P0CE11,P47148,0
P39990,Q6B0X2,0
P36065,P38886,0
P01123,P38812,0
P25657,Q01855,0
P01149,Q96VH4,0
P06838,P32377,0
P38182,Q8TGR5,0
P22936,P52491,0
P32377,P38637,0
P39983,Q3E792,1
P40335,P41896,0
P38342,P40561,0
O13540,Q08176,0
P10962,Q12690,1
P34247,Q06815,0
P40202,P54858,0
P0CE90,Q04839,0
P0C2H8,P0CX82,1
P47181,Q07872,0
P16547,P19358,0
P0CX43,P22140,0
P40042,P40319,0
P49334,Q08215,0
P39550,Q04413,0
P32899,Q12476,0
P22353,P40540,0
P02381,P36517,1
Q02204,Q03246,1
P38293,Q8TGK8,0
Q05610,Q08504,0
P53892,Q3E705,0
O13584,P40459,0
P17157,P53875,0
P25640,Q03208,0
P32331,Q04964,0
P40081,P40217,0
O13563,P25585,0
P47131,Q12106,0
P32447,P40185,0
P38956,Q3E824,0
P25348,P38771,1
P23179,Q03559,0
P36065,Q08492,0
P25617,P53880,0
P35719,P53195,0
P46972,Q08953,0
P32344,Q12094,0
P02294,Q99326,0
P40078,Q07928,0
O13583,P38334,0
P53251,Q12347,0
P53922,Q99341,0
Q04338,Q3E798,0
O13569,P53093,0
P38089,P53266,0
P00425,P43587,0
P0CX92,Q08913,0
P53216,Q06287,0
P0CX50,Q06672,0
P36520,P40065,0
P22140,P38122,0
P39938,Q08230,0
P00358,P38309,0
P04449,P41834,0
P41318,Q06676,0
P39541,Q04179,0
P05375,Q03768,0
Q08992,Q12135,0
P39982,Q02775,0
P38829,P53209,0
P47180,P53310,0
P28007,P38287,0
P18411,P53900,0
P07280,P34247,1
P15019,Q6Q5F3,0
P06773,Q06707,0
P32914,Q05473,0
P18898,Q12492,0
P40103,P53719,0
P14065,Q05874,0
P0C5M3,P0CX46,0
O13520,Q07921,0
P38555,P40577,0
P43538,P53181,0
Q03503,Q07532,0
A0A023PXE8,P38293,0
P38794,P40018,0
P38345,Q12023,0
P15992,Q12184,0
P38768,P87266,0
Q12239,Q99177,0
O13560,P54999,0
P36015,Q12015,0
P36078,Q99325,0
P40525,Q3E754,1
P38306,Q99394,0
Q03695,Q08045,0
P40155,Q06252,0
P31378,P53856,0
P33411,Q9P305,0
P43615,P47015,0
P25332,Q99216,0
P43537,Q03976,0
P07281,P38998,0
P06785,P37298,0
A0A023PZM3,P38258,0
P21801,P53927,0
P40571,P40891,0
P40093,Q07649,0
A0A023PXK7,P38727,0
O13573,O94143,0
O42831,P32602,0
Q04304,Q07880,0
P25614,P53195,0
P04161,P49954,0
O13562,Q02784,0
P0CX41,P23248,1
O43137,Q06208,0
P00431,Q03029,0
P43586,P53215,0
P53287,Q04087,0
P0CE87,P30902,0
P47188,P51998,0
P23248,P53245,0
P47182,Q02685,0
P38876,Q08907,0
P53168,P53282,0
P53822,Q07843,0
P29589,Q12199,0
Q03029,Q8TGR8,0
P47103,P53887,0
P32472,P53262,0
P16547,Q03730,0
P43582,P53323,0
Q03051,Q12199,0
P32859,P47003,0
P0C5M9,P38284,0
P0CX84,P40545,0
P53921,Q06541,0
Q06549,Q12450,0
Q05530,Q06813,0
P07260,P50088,0
P53233,Q96VH3,0
P05626,P29055,0
P53265,Q99219,0
P53846,Q12147,0
P47181,Q03886,0
P38194,Q2V2Q0,0
P36098,Q08907,0
P0C0W9,P31373,0
P0CX39,P53012,0
Q12367,Q12434,0
P54999,Q06091,1
P0C2H8,P0CX30,1
P14065,P53335,0
P33204,Q12009,0
P04456,P08525,0
P43321,P47132,0
P53284,Q12477,0
P32799,Q02606,0
P18410,P53222,0
A0A023PZJ9,Q07362,0
P32642,Q03788,0
P43599,P48232,0
P26784,P53237,0
P06367,Q12253,0
P38730,Q02196,0
P25630,P32366,0
P32353,Q08646,0
A0A023PXP4,Q06522,0
P38779,P40206,0
P0CF22,Q05892,0
P05744,P40895,0
P47028,P53123,0
P48363,P53821,0
P15732,Q6Q572,0
A0A023PZK4,P36010,0
P20081,P38711,1
Q02196,Q03796,0
P53181,Q04410,0
P32607,Q06235,0
P15703,Q06267,0
P00359,Q03787,0
P36060,P40217,0
A0A023PYG1,Q07613,0
P50084,Q6B0X2,0
P06100,P52919,0
P0CX48,P47153,0
P15454,P53873,0
P46989,Q06151,0
P25347,P38082,0
P23638,P40302,1
P00447,Q99316,0
P50084,Q12154,0
P54780,Q05510,0
Q03289,Q06091,0
P23059,P43539,0
Q04344,Q08270,0
O13584,Q04216,0
P32912,P40007,0
A0A023PXI4,P38312,0
A0A023PXD5,Q12058,0
P37298,Q86ZR7,0
A0A023PXP7,Q07788,0
P38317,Q03673,0
P38797,P53217,0
P38808,Q07535,0
P12887,Q00246,0
P38216,P39013,0
P0CX53,P41818,0
P47162,Q04410,0
A0A8D9PCQ4,P11632,0
P0CE98,P47132,0
O13514,P43539,0
P28625,P38309,0
P06245,P25354,0
O13514,P40495,0
P40359,Q12455,0
P40156,Q04179,0
P14120,Q3E772,1
P33317,Q07534,0
P53093,P53275,0
P40363,P40524,0
A0A023PXD9,P16523,0
P47020,Q00245,0
P38313,P47167,1
P40532,Q03048,0
Q08213,Q9ZZX7,0
P38317,P47174,0
Q07355,Q12004,0
P38139,P53035,0
P41056,Q12447,0
P14127,P25379,0
P36516,P36526,1
P04840,P32902,0
P36074,P53727,0
P53077,Q02202,0
P38302,Q03558,0
P50086,P53081,0
P16622,Q12127,0
P53209,P53829,0
P11632,Q12520,0
A0A023PZJ3,P0CX96,0
P38278,P38320,0
A0A023PXN3,Q12192,0
P53754,Q07738,0
P0CX55,P22214,0
P38429,Q08930,0
O13579,P53938,0
P38203,Q06217,1
P38727,P38787,0
P25626,Q07658,0
P06174,P53908,0
P46988,P47058,0
P42946,Q12222,0
P53604,P81449,0
P40356,Q12447,0
P20436,P41920,0
P28495,P38191,0
P56628,Q08743,0
P05749,Q3E772,1
P38803,P40575,0
P40531,Q12063,0
P39999,Q12489,0
P38238,Q04368,0
P0CX39,P38298,0
Q3E747,Q8TGP8,0
P53308,P89886,0
A0A023PZE2,P33313,0
O13554,Q06338,0
P17891,P40574,0
P10962,P19955,0
P53962,Q12529,0
P52491,Q02795,0
P40364,P42844,0
Q03886,Q08216,0
P32345,P40581,0
P20051,P25372,0
P32381,P38616,0
P0CX25,P53146,0
P31377,P53231,0
P38722,P53211,0
P25620,P53117,0
P38242,Q01519,0
P0C5M3,P14682,0
P06104,Q05024,0
P32488,Q06177,0
P40518,Q05778,0
P23595,P47003,0
P53831,Q12253,0
P0CH08,P53123,0
P38145,P49775,0
Q08486,Q3E790,0
P21374,Q12746,0
P0CX45,P54857,0
P40162,Q03187,0
P35181,Q06522,0
P40509,Q03193,0
P0CE69,P38203,0
P40046,Q02732,0
P53045,P53204,0
P25608,P36082,0
P0CL30,P18411,0
O13522,Q12483,0
O94143,P28777,0
P87191,Q02895,0
P50947,P53936,0
P40555,Q03178,0
P39704,P47137,0
P0CX99,P38077,0
P32463,P36517,1
P38711,Q06089,0
Q07549,Q08218,0
P38178,P40898,0
P38864,Q12297,0
P25443,Q01855,1
P25563,P31386,0
P47173,Q03289,0
A0A023PZL7,P38302,0
Q02753,Q08273,0
A0A023PXI8,P25354,0
P25576,P53072,0
A0A023PYF7,P38087,0
P38819,P50946,0
P32263,P32366,0
O13540,P39938,0
P06838,Q08726,0
P04161,P39939,0
P32379,Q86ZR7,0
Q04120,Q08492,0
O13567,P36053,0
P05755,P14127,1
P34245,Q04471,0
P0C2H6,P14126,1
Q02486,Q96VH1,0
P41896,Q06213,1
P14126,P26783,1
Q05498,Q12448,0
P32911,P53194,0
P16523,P39718,0
P28007,P38282,0
A0A023PZK9,Q06328,0
P35691,P40019,0
P33300,P42947,0
P23797,P54999,0
Q01855,Q02804,0
P15646,P25359,1
P05755,Q03102,0
P22804,P38751,0
P0CX50,P53289,0
P40018,P40584,0
P0CI67,P47087,0
P05318,P07280,1
P46969,P53291,0
Q03144,Q12040,0
P0CI66,P54000,0
P18496,Q12156,0
P53437,Q08826,0
P38898,Q12746,0
P0C5M9,Q02775,0
P53155,Q07915,0
P02406,P05744,1
P38729,Q03079,0
P24000,Q04674,0
P38282,P46947,1
P32630,Q06449,0
P16547,P32860,0
P38812,P39676,0
P0CX29,Q03219,0
P0CX27,P53843,0
P14908,P40214,0
P53210,Q07379,0
Q04689,Q06508,0
P40075,Q06676,0
P53188,Q04947,0
P32643,P47145,0
P39990,P43613,0
P40461,Q08492,0
P53233,Q07811,0
P47172,P53116,0
O13554,P38077,0
Q04329,Q08953,0
P36973,P53979,0
E9PAF1,P15732,0
P23624,P32263,0
P29340,P53722,0
P36163,P53948,0
P38066,P89886,0
P36057,Q99316,0
P32899,Q05610,0
P38064,Q12438,0
Q04740,Q12288,0
P53942,Q3E827,0
P39974,P53336,0
P43580,P53219,0
P06168,P38771,0
P16658,P39939,0
P0CX50,P40525,1
P38275,P53718,0
P46948,P53895,0
P53873,Q06267,0
P53733,Q02950,1
P38858,P47145,0
P0CY13,Q07821,0
P53846,Q870I1,0
P25616,P38168,0
Q04516,Q12230,0
P00330,P36039,0
P0CX30,P40206,0
P0C5N3,P53860,0
P39926,Q12288,0
P25637,P38162,0
P38626,P53058,0
P28777,P36125,0
P33296,P53138,0
O13579,P48363,0
O13512,P53325,0
P32502,P36149,0
P08593,Q05510,0
P0CY13,Q05510,0
P53900,Q02651,0
P0CE91,P53299,0
P12687,Q12520,0
P53065,Q12489,0
P80667,Q01855,0
P40018,P50108,0
P0C0W1,P40546,1
P27810,P40165,0
P25334,Q08909,0
P53168,Q00618,0
Q04231,Q08826,0
P02309,P38204,1
P35182,P38727,0
P36059,Q07521,0
P38784,P53337,0
P0CX53,P35723,0
Q05788,Q12487,0
P32838,Q06835,0
P53011,P53293,0
P20051,P47021,0
P0CX29,Q07915,0
Q07458,Q08971,0
P21243,Q12506,0
Q04031,Q6B0W2,0
A0A023PZD5,P43567,0
P17558,P40554,0
P07274,Q04947,0
P35723,P47183,0
P13393,P43569,0
Q12493,Q6B0V8,0
P14127,Q03373,0
P38066,Q12035,0
O13569,P30656,0
P32366,Q03161,0
Q12492,Q8TGQ2,0
P0CL39,P38790,0
P25044,Q08533,0
P02407,P47187,0
P32771,P32792,0
P33751,Q03071,0
P39939,Q03880,0
O13513,P32447,0
P38791,Q07589,0
P53949,Q05867,0
O13571,Q04272,0
P12904,Q12492,0
P14540,P40169,0
P00358,Q06891,0
P53295,Q99382,0
O75012,P22353,1
P0CX56,P33442,1
P38243,P41819,0
P38334,P53057,0
P35997,P38701,1
Q02804,Q08953,0
P25338,Q03205,0
P11746,Q05027,0
P38312,Q03289,0
P0C2H7,P47001,0
P40092,Q01589,1
P40956,Q12744,0
P36027,P50106,0
P38291,P38632,0
P53757,Q8TGQ2,0
P07172,P0CL35,0
P38188,P46955,0
P09457,P0C0W9,0
P25652,Q3E760,0
P41940,Q02795,0
P25586,Q12339,1
P14306,Q05635,0
A0A023PXL1,Q02795,0
P40481,Q03036,0
P25629,Q08994,0
P14020,Q08692,0
Q03829,Q8TGK7,0
P46999,Q02888,0
P18496,P32613,0
P32904,P36519,1
P53144,Q06678,0
P07249,P38751,0
P32339,Q04368,0
P38555,Q08909,0
P14693,P53538,0
P36074,P47119,0
P10081,Q12251,0
P38293,Q12173,0
P15367,Q04477,0
P19358,P38722,0
P53177,Q08842,0
A0A023PZG4,P21374,0
P32899,P34247,1
P53913,P53948,0
P25303,P41940,0
P53750,Q08742,0
P28778,P53724,1
P52491,P87283,0
P47184,Q07921,0
P0CL41,Q05949,0
Q06263,Q12350,0
P17890,P18238,0
P0CY11,Q12115,0
P53427,Q00723,0
P36057,P53895,0
P37293,P40481,0
P38634,P53329,0
P53251,Q12225,0
P53944,Q03677,0
P47121,Q3E829,0
P32939,P38736,0
Q04368,Q07887,0
P43588,Q04773,0
P0C261,P17890,0
P0CX48,Q07534,0
P25561,Q04949,0
P40963,P53295,0
P20435,P32910,1
P40507,P40917,0
P38344,Q12408,0
P38087,P53688,0
P0C074,Q07930,1
P53740,Q3E798,0
P16547,Q08692,0
Q05933,Q12349,0
P38927,P47012,0
P10663,P38064,1
P29340,P38615,0
P53720,Q07915,0
P36078,Q06389,0
P53975,Q08004,0
P53722,P53860,0
P15454,P40545,0
P0CF20,Q12169,0
P38336,P53833,1
P08067,P32613,0
P38912,Q3E754,1
P53598,Q06091,0
P07807,P47818,0
P87270,Q12064,0
P0CD90,P38878,0
P25334,P40335,0
P26755,Q02647,0
P53892,Q03057,0
O13570,P22214,0
P32912,Q06177,0
P53853,P61830,1
P0CX25,P38701,1
P02381,P33199,0
A0A023PZG0,P36031,0
P25454,P39566,0
Q3E834,Q99318,0
P21374,P47127,0
P40519,P53961,0
P0C0W9,P40693,1
P38214,P40452,0
P47124,Q05789,0
P47132,Q03677,0
P42836,P53011,0
P38828,P46961,0
P17123,Q03102,0
P25614,P31373,0
P35734,P40207,0
Q03973,Q05926,0
P23638,Q06504,0
P38730,Q03677,0
P53337,P53906,0
P41920,Q99188,0
P36133,P53887,0
P24867,Q12254,0
Q04341,Q12486,0
Q04501,Q99401,0
P32633,Q06170,0
P32773,P38765,0
Q02196,Q12281,0
P41734,Q12058,0
P38197,P38309,0
O13561,P53132,0
P12686,P38784,0
P0CL30,Q04431,0
P15646,P47155,0
P13483,P38858,0
P53757,Q04344,0
A0A023PZH9,P26783,0
P14693,P31379,0
P10662,P53937,1
P38337,Q99344,0
P38345,Q06389,0
P38309,P53686,0
P28834,Q12199,0
Q07521,Q12132,0
A0A023PYE4,P40096,0
P25654,P53849,0
P35735,P53152,0
Q03083,Q12044,0
P38286,Q12405,0
P32859,P39978,0
P36532,P52923,0
P38340,P43622,0
P53718,P87012,0
Q07410,Q08058,0
P38071,P39725,0
O13554,Q12274,0
P40078,Q12241,0
Q03705,Q12020,0
P0C2H8,P26321,1
P10659,P40454,0
P12962,P39541,0
P05737,P54005,0
P05375,P47034,0
P23639,Q03079,0
Q08911,Q3E751,0
P0CX98,Q04307,0
P0CX32,P36125,0
P36153,Q08240,0
P00817,Q04216,0
P38173,Q12326,0
P05744,P0CX46,1
Q08272,Q08816,0
P15700,Q12743,0
P36094,P87267,0
P40524,Q08903,0
P27999,P40580,0
P32379,P46946,0
A0A023PZH5,Q06385,0
P47016,P53178,0
P22141,Q12023,0
P38175,P39725,0
P53089,Q03323,0
