protein1,protein2,experimental
YML063W,YLR185W,874
YML063W,YDR447C,874
YML063W,YNL067W,874
YML063W,YDL136W,874
YML063W,YHR010W,874
YML063W,YOR312C,874
YML063W,YLR048W,874
YML063W,YLR061W,874
YML063W,YML073C,874
YML063W,YGR118W,874
YML063W,YLR264W,874
YML063W,YPL220W,875
YML063W,YLR287C-A,875
YML063W,YPL198W,875
YML063W,YGR090W,862
YML063W,YML024W,874
YML063W,YBL087C,874
YML063W,YGR027C,875
YML063W,YDL061C,874
YML063W,YKL180W,874
YML063W,YDL082W,875
YML063W,YDR450W,874
YML063W,YPL081W,874
YML063W,YMR143W,874
YML063W,YOL121C,899
YML063W,YHR196W,780
YML063W,YOR361C,849
YML063W,YER074W,875
YML063W,YPR041W,835
YML063W,YPL143W,874
YML063W,YJL190C,874
YML063W,YGR214W,874
YML063W,YMR116C,921
YML063W,YFR031C-A,874
YML063W,YJL191W,873
YML063W,YOR369C,922
YML063W,YER131W,873
YML063W,YBL072C,874
YML063W,YDL184C,800
YML063W,YBR181C,874
YML063W,YPL131W,922
YML063W,YKL143W,770
YML063W,YLR029C,874
YML063W,YML026C,874
YML063W,YIL069C,875
YML063W,YGL135W,875
YML063W,YGL030W,922
YML063W,YBL092W,922
YML063W,YMR194W,874
YML063W,YER117W,874
YML063W,YKR057W,820
YML063W,YBR247C,863
YML063W,YJL189W,922
YML063W,YHL033C,874
YML063W,YIL052C,875
YML063W,YLR388W,874
YML063W,YMR146C,832
YML063W,YPR043W,874
YML063W,YOR063W,922
YML063W,YIL148W,850
YML063W,YJL177W,874
YML063W,YDR385W,873
YML063W,YGL189C,936
YML063W,YKR094C,850
YML063W,YER102W,874
YML063W,YIL018W,874
YML063W,YJR145C,875
YML063W,YNL207W,766
YML063W,YHR203C,875
YML063W,YDR500C,874
YML063W,YGL031C,874
YML063W,YLL045C,874
YML063W,YNL162W,835
YML063W,YOR182C,875
YML063W,YDR012W,874
YML063W,YNL244C,873
YML065W,YHR118C,975
YML065W,YLL004W,987
YML065W,YBR010W,962
YML065W,YEL032W,944
YML065W,YNL030W,905
YML065W,YPR019W,975
YML065W,YPL001W,734
YML065W,YNL261W,987
YML065W,YBR060C,987
YML065W,YEL056W,734
YML065W,YJL194W,987
YML065W,YNL031C,904
YML065W,YBL023C,946
YML065W,YLR274W,949
YML065W,YBL003C,949
YML065W,YBR009C,962
YML065W,YBR202W,973
YML065W,YJL106W,734
YML065W,YKR101W,960
YML065W,YGL201C,946
YML065W,YJR046W,888
YML065W,YBL002W,928
YML065W,YPR162C,987
YML067C,YAL042W,745
YML067C,YDR238C,706
YML069W,YOL145C,892
YML069W,YGL070C,823
YML069W,YGR116W,783
YML069W,YOL005C,825
YML069W,YGR063C,871
YML069W,YOR123C,896
YML069W,YHR143W-A,826
YML069W,YDR404C,826
YML069W,YBL003C,906
YML069W,YBR009C,969
YML069W,YER164W,724
YML069W,YDL140C,889
YML069W,YIL021W,864
YML069W,YBR279W,873
YML069W,YPR187W,823
YML069W,YGL244W,895
YML069W,YGL019W,707
YML069W,YOR039W,711
YML069W,YJL140W,826
YML069W,YNL031C,850
YML069W,YML010W,938
YML069W,YGL207W,972
YML069W,YNL030W,946
YML069W,YOR210W,823
YML069W,YLR418C,774
YML069W,YOR061W,706
YML069W,YBR154C,826
YML069W,YOR224C,823
YML069W,YIL035C,706
YML069W,YBR010W,915
YML069W,YOR151C,826
YML071C,YPR105C,848
YML071C,YGL005C,705
YML071C,YGL223C,705
YML071C,YER157W,826
YML071C,YNL041C,756
YML071C,YGR120C,705
YML071C,YNL051W,704
YML073C,YGL147C,875
YML073C,YCR072C,800
YML073C,YMR049C,823
YML073C,YNL110C,908
YML073C,YHR085W,835
YML073C,YER074W,875
YML073C,YOL040C,942
YML073C,YLR397C,800
YML073C,YOR133W,873
YML073C,YFR032C-A,922
YML073C,YLR074C,824
YML073C,YHR088W,938
YML073C,YLR002C,823
YML073C,YMR242C,875
YML073C,YER006W,826
YML073C,YDR450W,907
YML073C,YIL133C,907
YML073C,YKL156W,907
YML073C,YJL136C,922
YML073C,YER056C-A,875
YML073C,YBR267W,823
YML073C,YPL081W,907
YML073C,YMR143W,875
YML073C,YER002W,823
YML073C,YNL182C,800
YML073C,YOL121C,907
YML073C,YHR141C,835
YML073C,YKL082C,800
YML073C,YNL061W,831
YML073C,YBR084C-A,875
YML073C,YOR272W,823
YML073C,YPL226W,808
YML073C,YHR066W,854
YML073C,YBL087C,890
YML073C,YHR013C,800
YML073C,YLR340W,922
YML073C,YGL103W,922
YML073C,YGR027C,875
YML073C,YKL180W,875
YML073C,YLR441C,907
YML073C,YDL082W,875
YML073C,YOR294W,800
YML073C,YJR094W-A,875
YML073C,YML063W,874
YML073C,YLR264W,875
YML073C,YPL220W,875
YML073C,YLR287C-A,875
YML073C,YPL198W,875
YML073C,YOR253W,800
YML073C,YGR103W,823
YML073C,YML024W,907
YML073C,YLR075W,922
YML073C,YDL081C,850
YML073C,YDL184C,800
YML073C,YNL301C,875
YML073C,YOR293W,907
YML073C,YGL213C,800
YML073C,YER036C,886
YML073C,YLR150W,899
YML073C,YFR031C-A,891
YML073C,YGR169C-A,819
YML073C,YJL191W,874
YML073C,YFL002C,805
YML073C,YGL123W,942
YML073C,YLR106C,800
YML073C,YOR369C,942
YML073C,YFR001W,800
YML073C,YER131W,875
YML073C,YBL072C,907
YML073C,YDR025W,875
YML073C,YPR016C,922
YML073C,YJL190C,907
YML073C,YDL191W,875
YML073C,YLR325C,922
YML073C,YGR214W,907
YML073C,YMR116C,974
YML073C,YOL127W,942
YML073C,YKL172W,826
YML073C,YEL034W,946
YML073C,YHR081W,800
YML073C,YDR418W,875
YML073C,YLR167W,922
YML073C,YLR344W,907
YML073C,YKR081C,886
YML073C,YDR087C,829
YML073C,YNL178W,942
YML073C,YMR290C,869
YML073C,YER126C,835
YML073C,YPL143W,937
YML073C,YHL015W,942
YML073C,YDL133C-A,800
YML073C,YLR387C,823
YML073C,YBL028C,823
YML073C,YJL189W,922
YML073C,YHL033C,875
YML073C,YLR388W,875
YML073C,YDL075W,907
YML073C,YOL077C,826
YML073C,YPR043W,875
YML073C,YOR096W,907
YML073C,YOL120C,875
YML073C,YDL083C,875
YML073C,YOR063W,922
YML073C,YBR048W,875
YML073C,YGR148C,875
YML073C,YGL029W,854
YML073C,YOL039W,838
YML073C,YMR194W,875
YML073C,YER117W,875
YML073C,YNL069C,874
YML073C,YKR057W,809
YML073C,YHR021C,874
YML073C,YML026C,874
YML073C,YPL146C,944
YML073C,YDR412W,852
YML073C,YIL069C,875
YML073C,YPR102C,875
YML073C,YOR206W,869
YML073C,YBR189W,874
YML073C,YGL135W,875
YML073C,YLR009W,912
YML073C,YGL030W,922
YML073C,YLR398C,800
YML073C,YPL249C-A,875
YML073C,YGL099W,824
YML073C,YJL050W,800
YML073C,YPL093W,897
YML073C,YBL092W,961
YML073C,YBR181C,907
YML073C,YDR064W,942
YML073C,YPL131W,922
YML073C,YKR084C,819
YML073C,YDR101C,898
YML073C,YHR197W,852
YML073C,YBR191W,875
YML073C,YPL090C,874
YML073C,YLR029C,875
YML073C,YAL025C,917
YML073C,YBL027W,875
YML073C,YOR167C,875
YML073C,YHR170W,830
YML073C,YNL162W,835
YML073C,YOR312C,875
YML073C,YLR048W,874
YML073C,YNL002C,884
YML073C,YLR061W,875
YML073C,YPR189W,800
YML073C,YNR053C,870
YML073C,YGR118W,875
YML073C,YOR182C,875
YML073C,YGR245C,800
YML073C,YGL173C,800
YML073C,YEL054C,875
YML073C,YPL211W,823
YML073C,YHR203C,875
YML073C,YDL136W,875
YML073C,YNL067W,875
YML073C,YHR010W,875
YML073C,YDR049W,800
YML073C,YGL111W,823
YML073C,YGL031C,875
YML073C,YKR094C,872
YML073C,YPR143W,852
YML073C,YIR026C,800
YML073C,YJL122W,800
YML073C,YLR185W,875
YML073C,YCL054W,832
YML073C,YER102W,874
YML073C,YKL009W,872
YML073C,YIL018W,875
YML073C,YDR447C,874
YML073C,YJR145C,875
YML073C,YHR052W,826
YML073C,YGR085C,875
YML073C,YIL148W,872
YML073C,YNL001W,819
YML073C,YDR385W,959
YML073C,YGL076C,875
YML073C,YCR031C,907
YML073C,YOR001W,800
YML073C,YPR132W,875
YML073C,YJR123W,969
YML073C,YAL035W,835
YML073C,YGL189C,875
YML073C,YDL040C,800
YML073C,YBR031W,875
YML073C,YKL006W,937
YML074C,YDL126C,734
YML074C,YLR449W,734
YML074C,YML013W,734
YML074C,YIL030C,734
YML075C,YLR450W,734
YML077W,YGL210W,900
YML077W,YFL038C,943
YML077W,YBR254C,967
YML077W,YKR068C,972
YML077W,YDR472W,956
YML077W,YDR108W,942
YML077W,YDR407C,891
YML077W,YMR218C,898
YML077W,YGR166W,866
YML077W,YEL048C,956
YML077W,YOR115C,991
YML077W,YDR246W,988
YML081C-A,Q0080,972
YML081C-A,YDR298C,800
YML081C-A,YBL099W,944
YML081C-A,YBR039W,800
YML081C-A,YPL271W,800
YML081C-A,YDL004W,944
YML081C-A,YKL016C,972
YML081C-A,YJR121W,944
YML081C-A,Q0130,944
YML081C-A,YOL077W-A,800
YML081C-A,Q0085,972
YML081C-A,YPL078C,944
YML081C-A,YDR377W,944
YML081C-A,YLR295C,944
YML085C,YKR054C,725
YML085C,YFL037W,985
YML085C,YER016W,723
YML085C,YLR045C,961
YML088W,YDR328C,814
YML092C,YOR362C,988
YML092C,YOR261C,962
YML092C,YCR076C,886
YML092C,YGL048C,988
YML092C,YDR394W,988
YML092C,YDR427W,960
YML092C,YFR052W,961
YML092C,YDL097C,988
YML092C,YLL039C,835
YML092C,YOR157C,992
YML092C,YFL007W,982
YML092C,YLR167W,875
YML092C,YOL038W,984
YML092C,YLR199C,949
YML092C,YIL075C,970
YML092C,YFR050C,992
YML092C,YFR010W,925
YML092C,YGR135W,988
YML092C,YDL007W,979
YML092C,YBR173C,969
YML092C,YGR253C,992
YML092C,YDR363W-A,875
YML092C,YOR259C,987
YML092C,YOR117W,965
YML092C,YER012W,988
YML092C,YMR314W,992
YML092C,YJL001W,988
YML092C,YLR421C,878
YML092C,YKL145W,974
YML092C,YPR103W,988
YML092C,YBL041W,988
YML092C,YDL147W,967
YML092C,YGL011C,988
YML092C,YER094C,992
YML092C,YPR108W,972
YML092C,YER021W,958
YML092C,YFR004W,972
YML092C,YHR200W,986
YML092C,YIL148W,819
YML092C,YKL206C,859
YML092C,YKR094C,819
YML092C,YHR027C,974
YML093W,YMR229C,918
YML093W,YHR081W,872
YML093W,YDL153C,957
YML093W,YMR290C,734
YML093W,YDR324C,976
YML093W,YMR128W,947
YML093W,YJL190C,937
YML093W,YER127W,951
YML093W,YGR195W,872
YML093W,YDR339C,963
YML093W,YOR078W,885
YML093W,YGR128C,872
YML093W,YKR060W,915
YML093W,YGR158C,866
YML093W,YDL014W,963
YML093W,YPR137W,951
YML093W,YKL099C,952
YML093W,YLR222C,963
YML093W,YIL035C,734
YML093W,YJL191W,877
YML093W,YOR369C,916
YML093W,YDR025W,896
YML093W,YJR002W,957
YML093W,YBL072C,922
YML093W,YDR280W,872
YML093W,YDR398W,957
YML093W,YBL004W,951
YML093W,YLR264W,892
YML093W,YCL059C,957
YML093W,YLR409C,976
YML093W,YGR090W,957
YML093W,YGR027C,800
YML093W,YGR095C,872
YML093W,YJL033W,734
YML093W,YLR441C,951
YML093W,YLR129W,951
YML093W,YDR450W,948
YML093W,YPL081W,920
YML093W,YKL156W,909
YML093W,YMR143W,896
YML093W,YJL109C,957
YML093W,YHR196W,948
YML093W,YOL121C,948
YML093W,YOL010W,951
YML093W,YHR069C,872
YML093W,YIL019W,891
YML093W,YLR197W,966
YML093W,YER074W,895
YML093W,YCL031C,951
YML093W,YOR001W,921
YML093W,YPR132W,898
YML093W,YJL069C,960
YML093W,YCR031C,941
YML093W,YEL026W,953
YML093W,YNR024W,800
YML093W,YJR123W,951
YML093W,YJR145C,870
YML093W,YNL132W,957
YML093W,YER102W,894
YML093W,YDR299W,957
YML093W,YMR093W,961
YML093W,YLR186W,954
YML093W,YKL078W,748
YML093W,YHR203C,917
YML093W,YOL142W,872
YML093W,YER082C,951
YML093W,YPL217C,957
YML093W,YOL021C,872
YML093W,YCR035C,872
YML093W,YPL266W,894
YML093W,YDL111C,872
YML093W,YIL127C,800
YML093W,YOR145C,967
YML093W,YCR057C,951
YML093W,YGR118W,898
YML093W,YLR367W,870
YML093W,YLL011W,975
YML093W,YDR064W,963
YML093W,YBR181C,949
YML093W,YOR310C,957
YML093W,YNL075W,963
YML093W,YPL090C,894
YML093W,YOR167C,892
YML093W,YIL069C,895
YML093W,YML026C,891
YML093W,YJL050W,872
YML093W,YNL232W,883
YML093W,YPL126W,951
YML093W,YDR449C,957
YML093W,YHR148W,951
YML093W,YBR048W,896
YML093W,YGR145W,951
YML093W,YHR021C,878
YML093W,YBR247C,959
YML093W,YPR144C,976
YML093W,YDL148C,948
YML093W,YOR096W,948
YML093W,YLR051C,951
YML093W,YDL083C,933
YML094W,YLR200W,946
YML094W,YNL153C,951
YML094W,YEL003W,946
YML094W,YGR078C,909
YML094W,YJL179W,946
YML095C,YPL022W,944
YML098W,YDR167W,909
YML098W,YML114C,897
YML098W,YDR145W,909
YML098W,YER148W,864
YML098W,YCR042C,780
YML098W,YPL011C,707
YML098W,YBR198C,829
YML098W,YGL112C,922
YML098W,YMR236W,818
YML098W,YML015C,909
YML098W,YGR274C,855
YML098W,YMR227C,855
YML098W,YMR005W,909
YML100W,YBR126C,734
YML100W,YDR074W,705
YML100W,YMR261C,734
YML102W,YBR195C,756
YML102W,YPR018W,719
YML102W,YJL115W,901
YML103C,YGL172W,859
YML103C,YJL039C,945
YML103C,YBL079W,902
YML103C,YGR119C,951
YML103C,YKR082W,892
YML103C,YDR424C,800
YML103C,YDL116W,943
YML103C,YMR153W,886
YML103C,YIL115C,872
YML103C,YJR042W,873
YML103C,YGL092W,953
YML103C,YJL061W,886
YML103C,YKL057C,892
YML103C,YFR002W,971
YML103C,YDL088C,886
YML103C,YER105C,951
YML103C,YLR208W,926
YML103C,YGL100W,886
YML103C,YJL041W,930
YML105C,YPR088C,946
YML105C,YPL243W,946
YML105C,YDL092W,871
YML105C,YPL210C,933
YML105C,YDR292C,711
YML105C,YKL122C,909
YML109W,YFL007W,721
YML109W,YGL190C,705
YML109W,YDL134C,705
YML112W,YJL006C,969
YML112W,YKL139W,969
YML114C,YMR227C,855
YML114C,YMR005W,877
YML114C,YML015C,885
YML114C,YGR274C,864
YML114C,YBR198C,894
YML114C,YGL112C,909
YML114C,YMR236W,864
YML114C,YCR042C,909
YML114C,YPL011C,734
YML114C,YER148W,838
YML114C,YDR145W,899
YML114C,YDR167W,909
YML114C,YPL129W,734
YML114C,YML098W,897
YML119W,YLL032C,734
YML121W,YKR007W,968
YML121W,YHR186C,790
YML121W,YBR077C,966
YML121W,YGR163W,972
YML121W,YCR075W-A,879
YML124C,YFL037W,739
YML124C,YER016W,704
YML124C,YKR054C,702
YML127W,YMR033W,938
YML127W,YCR020W-B,938
YML127W,YPR034W,920
YML127W,YKR008W,938
YML127W,YLR357W,969
YML127W,YMR091C,938
YML127W,YCR052W,969
YML127W,YDR225W,800
YML127W,YNL031C,800
YML127W,YGR275W,852
YML127W,YLR033W,969
YML127W,YHR056C,900
YML127W,YBL006C,873
YML127W,YFR037C,969
YML127W,YGR056W,702
YML127W,YBR010W,902
YML127W,YIL126W,969
YML127W,YLR321C,969
YML127W,YDR303C,969
YML127W,YNL030W,800
YML127W,YBR009C,886
YML127W,YBL003C,902
YMR001C,YDL003W,734
YMR001C,YDR052C,960
YMR001C,YFL008W,741
YMR004W,YJL154C,722
YMR005W,YBR198C,909
YMR005W,YGL112C,909
YMR005W,YMR236W,909
YMR005W,YCR042C,905
YMR005W,YPL011C,734
YMR005W,YMR227C,898
YMR005W,YML015C,909
YMR005W,YGR274C,906
YMR005W,YML114C,877
YMR005W,YER148W,898
YMR005W,YDR145W,909
YMR005W,YML098W,909
YMR005W,YDR167W,909
YMR014W,YKL094W,825
YMR014W,YOR310C,716
YMR014W,YPR191W,732
YMR014W,YKL192C,825
YMR014W,YEL024W,825
YMR014W,YOR065W,825
YMR014W,YGR183C,825
YMR014W,YDR529C,805
YMR014W,YML043C,825
YMR014W,YPL252C,825
YMR014W,YNL083W,825
YMR015C,YML008C,734
YMR015C,YHR072W,734
YMR015C,YGR060W,734
YMR015C,YGR175C,734
YMR015C,YLR100W,734
YMR015C,YGL012W,734
YMR022W,YML013W,734
YMR022W,YMR264W,961
YMR023C,YNL185C,825
YMR023C,YNL284C,825
YMR024W,YDR237W,830
YMR024W,YGR084C,800
YMR024W,YCR071C,984
YMR024W,YNR036C,956
YMR024W,YGR076C,830
YMR024W,YHR059W,800
YMR024W,YHR147C,830
YMR024W,YMR286W,962
YMR024W,YNL177C,964
YMR024W,YKR085C,830
YMR024W,YNL005C,964
YMR024W,YDR347W,814
YMR024W,YDR462W,956
YMR024W,YKL167C,793
YMR024W,YCR046C,987
YMR024W,YGR215W,830
YMR024W,YPR166C,956
YMR024W,YMR158W,830
YMR024W,YPL118W,809
YMR024W,YPL183W-A,956
YMR024W,YEL050C,951
YMR024W,YDR322W,881
YMR024W,YNR037C,830
YMR024W,YDR337W,956
YMR024W,YHL004W,967
YMR024W,YBL038W,983
YMR024W,YDR115W,956
YMR024W,YGR165W,830
YMR024W,YDR296W,909
YMR024W,YML025C,985
YMR024W,YBR282W,964
YMR024W,YDL045W-A,830
YMR024W,YNL252C,962
YMR024W,YNR022C,800
YMR024W,YKR006C,800
YMR024W,YNL284C,979
YMR024W,YKL138C,808
YMR024W,YDR175C,956
YMR024W,YNL122C,800
YMR024W,YMR188C,830
YMR024W,YNL185C,908
YMR024W,YCR003W,962
YMR024W,YML009C,956
YMR024W,YIL093C,830
YMR024W,YLR439W,964
YMR024W,YBR122C,873
YMR024W,YMR193W,830
YMR024W,YJR113C,897
YMR024W,YER050C,954
YMR024W,YBR251W,956
YMR024W,YJL063C,960
YMR024W,YJL096W,830
YMR024W,YDR041W,956
YMR024W,YPR100W,964
YMR024W,Q0140,800
YMR024W,YNL306W,956
YMR024W,YLR312W-A,879
YMR024W,YKL003C,956
YMR024W,YBR146W,956
YMR024W,YPL173W,800
YMR024W,YDL202W,825
YMR024W,YOR150W,964
YMR024W,YOR158W,800
YMR024W,YGL129C,956
YMR024W,YPL013C,956
YMR024W,YDR405W,987
YMR024W,YDR036C,830
YMR024W,YNL137C,830
YMR024W,YBL090W,830
YMR024W,YNL081C,830
YMR024W,YJR101W,830
YMR024W,YKL170W,830
YMR024W,YDR494W,800
YMR024W,YGR220C,956
YMR025W,YDL216C,734
YMR025W,YDR179C,724
YMR025W,YIL071C,734
YMR026C,YDR265W,850
YMR028W,YDL134C,810
YMR028W,YDR075W,724
YMR028W,YJL111W,714
YMR028W,YDL188C,869
YMR028W,YDL047W,783
YMR029C,YNL127W,719
YMR032W,YNL152W,740
YMR033W,YMR091C,936
YMR033W,YCR052W,941
YMR033W,YGR275W,968
YMR033W,YBR289W,935
YMR033W,YHR056C,800
YMR033W,YBL006C,872
YMR033W,YBR010W,890
YMR033W,YDR225W,806
YMR033W,YLR357W,941
YMR033W,YNR023W,925
YMR033W,YLR321C,944
YMR033W,YBR009C,890
YMR033W,YGR056W,708
YMR033W,YLR033W,938
YMR033W,YNL031C,806
YMR033W,YHL025W,923
YMR033W,YPR034W,971
YMR033W,YNL030W,806
YMR033W,YML127W,938
YMR033W,YPL016W,921
YMR033W,YOR290C,963
YMR033W,YJL176C,933
YMR033W,YCR020W-B,896
YMR033W,YKR008W,941
YMR033W,YDR303C,938
YMR033W,YFL049W,935
YMR033W,YBL003C,876
YMR033W,YFR037C,941
YMR033W,YIL126W,970
YMR036C,YLL004W,734
YMR036C,YHR118C,734
YMR036C,YNL261W,734
YMR036C,YBR060C,734
YMR038C,YJR104C,985
YMR039C,YAL043C,734
YMR043W,YCL067C,960
YMR043W,YCR039C,900
YMR043W,YCR096C,939
YMR044W,YLR095C,705
YMR047C,YJL041W,843
YMR047C,YLR208W,717
YMR047C,YER107C,861
YMR047C,YFR002W,716
YMR047C,YDL116W,717
YMR047C,YIL115C,971
YMR047C,YJL061W,972
YMR047C,YGR119C,705
YMR047C,YGR128C,745
YMR048W,YPR019W,904
YMR048W,YEL032W,942
YMR048W,YLR274W,904
YMR048W,YDR328C,800
YMR048W,YLR103C,941
YMR048W,YOR080W,886
YMR048W,YBR202W,956
YMR048W,YOL146W,923
YMR048W,YDR489W,956
YMR048W,YDR013W,924
YMR048W,YPR135W,835
YMR048W,YNL273W,980
YMR048W,YJL072C,832
YMR048W,YPR175W,875
YMR048W,YNL262W,832
YMR048W,YBL023C,951
YMR048W,YGL201C,906
YMR049C,YFL002C,964
YMR049C,YFR001W,945
YMR049C,YNL301C,823
YMR049C,YLR344W,869
YMR049C,YDR087C,929
YMR049C,YER126C,944
YMR049C,YMR290C,983
YMR049C,YPL143W,823
YMR049C,YBL028C,830
YMR049C,YPR016C,944
YMR049C,YDL191W,823
YMR049C,YLR325C,917
YMR049C,YKL172W,960
YMR049C,YOL127W,869
YMR049C,YER006W,953
YMR049C,YIL133C,813
YMR049C,YER056C-A,819
YMR049C,YER002W,953
YMR049C,YKL082C,800
YMR049C,YGL147C,819
YMR049C,YNL110C,945
YMR049C,YHR088W,929
YMR049C,YMR242C,829
YMR049C,YLR002C,948
YMR049C,YPL220W,800
YMR049C,YGR103W,992
YMR049C,YNL061W,959
YMR049C,YBR084C-A,819
YMR049C,YHR066W,933
YMR049C,YOR272W,992
YMR049C,YGL103W,823
YMR049C,YBL087C,819
YMR049C,YKL180W,819
YMR049C,YDL082W,823
YMR049C,YDL136W,823
YMR049C,YHR010W,913
YMR049C,YGL111W,967
YMR049C,YOR312C,819
YMR049C,YML073C,823
YMR049C,YLR061W,823
YMR049C,YNL002C,973
YMR049C,YPL211W,864
YMR049C,YGL076C,835
YMR049C,YKL006W,825
YMR049C,YBR031W,824
YMR049C,YPR143W,800
YMR049C,YKL009W,934
YMR049C,YLR185W,819
YMR049C,YCL054W,917
YMR049C,YHR052W,909
YMR049C,YER117W,819
YMR049C,YMR194W,913
YMR049C,YIL052C,819
YMR049C,YHL033C,917
YMR049C,YDL075W,869
YMR049C,YOL077C,983
YMR049C,YOL120C,823
YMR049C,YOR063W,852
YMR049C,YOR310C,709
YMR049C,YBR191W,819
YMR049C,YAL025C,860
YMR049C,YLR029C,819
YMR049C,YBL027W,819
YMR049C,YDR412W,886
YMR049C,YOR206W,945
YMR049C,YGL135W,800
YMR049C,YGL030W,829
YMR049C,YLR009W,879
YMR049C,YBL092W,823
YMR049C,YPL093W,938
YMR049C,YPL249C-A,826
YMR052W,YFR008W,734
YMR054W,YGR020C,977
YMR054W,YCL005W-A,972
YMR054W,YEL051W,977
YMR054W,YOR332W,987
YMR054W,YGR106C,800
YMR054W,YPL234C,977
YMR054W,YKL080W,987
YMR054W,YOR270C,886
YMR054W,YPR036W,987
YMR054W,YLR447C,987
YMR054W,YEL027W,987
YMR054W,YBR127C,977
YMR054W,YPR170W-B,900
YMR054W,YDL185W,834
YMR054W,YHR039C-A,987
YMR054W,YHR026W,987
YMR055C,YER143W,734
YMR060C,YOR045W,886
YMR060C,YAL010C,943
YMR060C,YHR083W,948
YMR060C,YNL026W,971
YMR060C,YMR203W,944
YMR060C,YPR133W-A,886
YMR061W,YDR228C,749
YMR061W,YKR002W,730
YMR061W,YDR301W,893
YMR061W,YNL317W,855
YMR061W,YLR277C,700
YMR061W,YGL044C,986
YMR061W,YAL043C,758
YMR061W,YDR195W,734
YMR061W,YJR093C,947
YMR067C,YDL126C,732
YMR068W,YNL006W,886
YMR068W,YKL203C,943
YMR068W,YOL078W,886
YMR075W,YOL004W,809
YMR075W,YPR023C,908
YMR075W,YPL139C,702
YMR076C,YDL003W,986
YMR076C,YPR007C,717
YMR077C,YPL002C,731
YMR077C,YLR025W,718
YMR077C,YPR173C,965
YMR077C,YJR102C,909
YMR078C,YCL016C,971
YMR078C,YHR191C,970
YMR078C,YNL262W,962
YMR078C,YOL094C,709
YMR078C,YBR087W,717
YMR078C,YNL290W,713
YMR079W,YHR076W,705
YMR080C,YHR086W,734
YMR080C,YHR077C,793
YMR089C,YGR132C,726
YMR091C,YBL003C,906
YMR091C,YDR303C,934
YMR091C,YIL126W,937
YMR091C,YFR037C,967
YMR091C,YCR020W-B,935
YMR091C,YKR008W,936
YMR091C,YNL030W,800
YMR091C,YML127W,938
YMR091C,YNL031C,806
YMR091C,YLR033W,936
YMR091C,YPR034W,936
YMR091C,YBR009C,886
YMR091C,YLR321C,969
YMR091C,YGR056W,700
YMR091C,YDR225W,800
YMR091C,YLR357W,936
YMR091C,YBR010W,911
YMR091C,YHR056C,933
YMR091C,YBL006C,800
YMR091C,YGR275W,937
YMR091C,YCR052W,969
YMR091C,YMR033W,936
YMR093W,YOR369C,875
YMR093W,YCR035C,800
YMR093W,YGL019W,734
YMR093W,YOL021C,800
YMR093W,YBL072C,924
YMR093W,YJR002W,957
YMR093W,YDR025W,896
YMR093W,YHR203C,884
YMR093W,YPR137W,957
YMR093W,YJL191W,892
YMR093W,YPL217C,957
YMR093W,YLR222C,952
YMR093W,YER082C,957
YMR093W,YOL142W,800
YMR093W,YKL099C,933
YMR093W,YDR398W,992
YMR093W,YLR367W,884
YMR093W,YGR118W,899
YMR093W,YCR057C,957
YMR093W,YLL011W,946
YMR093W,YDR280W,800
YMR093W,YOR145C,923
YMR093W,YIL127C,800
YMR093W,YDL111C,800
YMR093W,YPL266W,832
YMR093W,YJR123W,936
YMR093W,YDL153C,933
YMR093W,YNR024W,800
YMR093W,YMR128W,923
YMR093W,YDR324C,957
YMR093W,YHR081W,807
YMR093W,YMR229C,858
YMR093W,YEL026W,933
YMR093W,YCR031C,892
YMR093W,YJL069C,972
YMR093W,YPR132W,899
YMR093W,YOR001W,853
YMR093W,YGR158C,837
YMR093W,YKR060W,823
YMR093W,YLR186W,933
YMR093W,YDL014W,960
YMR093W,YOR078W,944
YMR093W,YDR339C,933
YMR093W,YGR195W,800
YMR093W,YER127W,933
YMR093W,YJL190C,884
YMR093W,YDR299W,957
YMR093W,YER102W,897
YMR093W,YNL132W,933
YMR093W,YJR145C,884
YMR093W,YGR128C,944
YMR093W,YMR143W,896
YMR093W,YOL121C,896
YMR093W,YBR247C,957
YMR093W,YHR196W,987
YMR093W,YHR021C,892
YMR093W,YJL109C,957
YMR093W,YDR450W,896
YMR093W,YML093W,961
YMR093W,YBR048W,896
YMR093W,YHR148W,933
YMR093W,YDR449C,957
YMR093W,YLR129W,933
YMR093W,YGR145W,933
YMR093W,YKL156W,892
YMR093W,YPL081W,923
YMR093W,YOR096W,923
YMR093W,YDL148C,829
YMR093W,YCL031C,933
YMR093W,YDL083C,896
YMR093W,YLR051C,933
YMR093W,YLR197W,933
YMR093W,YIL019W,874
YMR093W,YHR069C,801
YMR093W,YPR144C,957
YMR093W,YOL010W,933
YMR093W,YER074W,896
YMR093W,YLR409C,957
YMR093W,YPL090C,896
YMR093W,YOR167C,896
YMR093W,YGR090W,933
YMR093W,YBR181C,926
YMR093W,YLR264W,896
YMR093W,YDR064W,959
YMR093W,YBL004W,933
YMR093W,YCL059C,957
YMR093W,YNL075W,933
YMR093W,YOR310C,957
YMR093W,YGR095C,800
YMR093W,YLR441C,923
YMR093W,YPL126W,972
YMR093W,YJL050W,800
YMR093W,YNL232W,820
YMR093W,YML026C,896
YMR093W,YIL069C,896
YMR094W,YDR328C,972
YMR094W,YMR168C,948
YMR094W,YGR140W,967
YMR095C,YNL333W,766
YMR096W,YFL060C,770
YMR096W,YNL334C,770
